1987 2 BEM3DMeshData
0 -3.3110580925181723e-02 2.4782957478438361e-01
2 -3.2815645012343381e-02 2.4782957447544657e-01
3 -4.8243133196310864e-02 4.6718963638965166e-01
1 -2.2891620456939085e-02 1.4870347647468019e-01
5 -4.8720394887057573e-02 4.6718963638701944e-01
6 5.5840174610958682e-03 -0.0000000000000000e+00
4 -5.9844932874594137e-02 7.8464852892707837e-01
8 4.2321113330781261e-03 -0.0000000000000000e+00
9 -5.3559736223844030e-02 2.7757097438768003e-01
10 -4.8301449006412374e-02 2.0028516874108565e-01
11 -4.9449752269142264e-02 2.1180183817611381e-01
12 -6.9621686326208562e-02 8.1055354402793078e-01
7 3.2551214861961776e-03 -0.0000000000000000e+00
14 -6.4923099768996767e-02 7.9089705681107336e-01
15 -1.8138801448505906e-02 1.4747007223913555e-01
16 -1.6896139859787045e-03 -4.6553908199004623e-03
17 -1.9071376067057448e-03 5.3535037391071183e-04
18 3.5121426079413615e-04 -1.9447186727139715e-02
19 3.6263924151406840e-04 -1.9511864214688757e-02
20 2.1474570064094173e-02 -9.8659743275811063e-02
21 -7.2407778487635299e-02 6.6047582576613584e-01
22 -7.0408588616428749e-02 8.1055354486913744e-01
23 -7.2661849381867913e-02 6.6047582600758736e-01
24 -7.1597858638265968e-02 3.7687360917520329e-01
25 -7.3037833597745072e-02 4.9562132038200113e-01
26 -7.1672728372354846e-02 3.7878284273622542e-01
27 -2.6594535285940607e-02 1.4096625621282693e-01
28 -2.6340671446849508e-02 1.4781776562168447e-01
29 -1.7232598538467044e-02 6.6311117583969265e-02
30 -2.1213376623917674e-02 2.0953471337361990e-01
31 -2.6119094474052969e-02 3.9486701935093660e-01
32 -2.7000924331459227e-02 3.8397126990525243e-01
33 -5.2384877419122108e-02 9.3818141159284427e-02
34 -4.9143308555937022e-02 6.2490332176792396e-02
35 -5.5251292552040684e-02 1.0905264343713755e-01
36 -3.8109113995577974e-02 3.9185593891550091e-01
37 -3.8521280559599691e-02 3.8397126478611288e-01
38 -3.8728201093626395e-02 6.8857165929753072e-01
39 -1.4993868152424357e-02 1.0603203729588240e-01
40 -1.1542162655391515e-02 1.1096975445076472e-01
13 -6.8982666616592123e-02 7.7563185967734327e-01
42 -6.9530930612991482e-02 2.9982516039616303e-01
43 -7.0162224173204765e-02 3.0837779218564865e-01
44 -3.4598212169399865e-02 8.0951565622344990e-01
45 -3.8133812400214552e-02 6.8857165754124405e-01
46 -3.5123701512120777e-02 8.0913582238943138e-01
47 -3.1340535247194198e-02 8.1201609348514492e-01
48 -3.3820524155728553e-02 6.8857166742234210e-01
49 -3.0775988901695115e-02 8.1247217066598143e-01
50 -5.5094592286484612e-02 2.8427202812297303e-01
51 -5.7217581971564534e-02 3.6729299254049547e-01
52 -5.7673076645789870e-02 3.7798370103833151e-01
53 -4.6956385054750811e-02 2.4711553042605705e-01
54 -4.2961068475287197e-02 1.9535881571497438e-01
55 -3.8706394447045343e-02 1.3741594446696503e-01
56 -3.4595859864631408e-02 8.0951565622344968e-01
57 -3.8131594142087666e-02 6.8857165754124405e-01
58 -3.7528028515619032e-02 6.8857166734880892e-01
59 -7.0610074194223868e-02 8.1055354505167854e-01
60 -6.6781025647994860e-02 8.0148180230530663e-01
61 -6.6772796720012711e-02 8.0148180200795172e-01
62 -4.7574490812323525e-02 2.8399306404678554e-01
63 -5.0849066667676142e-02 4.0679966147795060e-01
64 -5.0400629454215508e-02 4.0924436002249909e-01
65 -1.1930544222603022e-02 5.8252897350595426e-02
66 -2.0176208519068491e-02 1.4086705911117425e-01
67 -2.0008429453124216e-02 1.4287837219424210e-01
68 -6.1393053093406709e-02 1.5801736593506685e-01
69 -6.4379344667864394e-02 2.0109716758272395e-01
70 -5.9750414774423159e-02 1.5152438043518796e-01
71 -5.5524754208433641e-02 2.0805212177756771e-01
72 -5.1842814354905245e-02 1.5421382976401324e-01
73 -5.6607125614386064e-02 2.0750958357549318e-01
74 -3.8719380545260702e-02 1.8737477286497106e-01
75 -3.8326285322640728e-02 1.8736095524928637e-01
76 -3.2648219379143015e-02 1.3047710365754667e-01
77 -6.7202519826886548e-02 2.4898349225740646e-01
78 -6.7222353401300616e-02 2.4906719238377514e-01
79 -9.1761828890073362e-03 1.6142211285083030e-01
80 -1.4465524055980764e-02 4.3755361380297741e-01
81 -1.6745603267536015e-02 4.1316176184573161e-01
82 -4.8549447804028444e-02 6.8857166092241906e-01
83 -4.8138912578424300e-02 4.0980911185921443e-01
84 -4.7983880515811636e-02 6.8857166811347370e-01
85 6.2058143845685840e-03 0.0000000000000000e+00
86 7.2030954666216828e-03 0.0000000000000000e+00
87 9.2425608743216571e-03 0.0000000000000000e+00
88 -4.0253356536370577e-02 4.6718963731531149e-01
89 -5.0637037735748174e-02 8.0620275838994082e-01
90 -4.0639027144591930e-02 4.6718963739100805e-01
91 -4.8211137015660009e-02 8.0620275716667555e-01
92 -4.7711350777464440e-02 8.0620275681558262e-01
93 -5.3570819828961003e-02 7.2045212231514089e-01
94 -5.3306538730716946e-02 2.8438112513808311e-01
95 -5.6897497999088865e-02 3.9059287262895692e-01
96 -3.7030113214283393e-02 4.6718963713677086e-01
97 -2.8808243087581623e-02 2.4881514856569029e-01
98 -2.9130874138403387e-02 2.4782957015499624e-01
99 -3.0879628851272805e-02 4.3599996127197421e-01
100 -3.8164964217636294e-02 8.0620275975651812e-01
101 -3.1260509136881165e-02 4.3599996184214362e-01
102 -1.9204747101530084e-02 2.2212966017472419e-01
103 -2.4783010868013287e-02 3.8397126932290548e-01
104 -2.3447730960106387e-02 3.8750015617556433e-01
105 -4.1230254090224738e-02 4.1672326207018279e-01
106 -3.8837379385267538e-02 2.8026502877848641e-01
107 -4.0272511175004029e-02 3.8471965101622219e-01
108 5.8509322183543218e-02 -2.0083520875678951e-01
109 5.5558966126496918e-02 -2.0083520882318273e-01
110 4.1819364516501284e-02 -1.5975229324860052e-01
111 -7.1537375111892246e-02 4.9562132032276818e-01
112 -7.0166408885527262e-02 3.7768331573466629e-01
113 -7.1935476096808379e-02 4.9562132056071778e-01
114 -5.3164212551894921e-02 3.9195176852587615e-01
115 -5.4700133790095286e-02 7.2045212207016363e-01
116 -5.4138549221750931e-02 7.2045212242344336e-01
117 -1.9681991516461564e-02 1.5879067638946631e-01
118 -4.4693541587802682e-04 -1.0309934371233231e-02
119 -1.9669612880284199e-02 1.4859248855913157e-01
120 -2.1708054815093671e-03 1.5995171357903598e-03
121 -1.7425243777492723e-02 1.4747007251722882e-01
122 -1.7355348654233646e-02 1.5621726784475737e-01
123 -3.5990617497436997e-02 3.1917913071220584e-02
124 -5.0271772684603727e-02 9.1688762394980666e-02
125 -4.0810238343358111e-02 4.1692848031794238e-02
126 -1.8650415047285561e-02 8.1952852844065049e-01
127 -1.4453758705080266e-02 4.3755361380297753e-01
128 -2.1072775789286721e-02 8.1891159404492975e-01
129 4.0034554549351446e-02 -1.5205884463740604e-01
130 1.8009033856810353e-02 -9.9127345656555663e-02
131 2.4420430363997117e-02 -1.3342416761917186e-01
132 -2.8929053648713673e-02 4.3243615221004994e-01
133 -3.6148521520781324e-02 8.0840527767167525e-01
134 -2.9319225892476555e-02 4.3303522507270936e-01
135 -6.2408267504883493e-02 3.7448850212050289e-01
136 -6.4005848284000730e-02 4.9562132089528155e-01
137 -6.3064744755227831e-02 3.7439731423461364e-01
138 2.0448330753224987e-02 -2.4586528045288752e-01
139 3.4187598813140527e-02 -2.3013055369422170e-01
140 1.7826128732229173e-02 -2.4586527999535934e-01
141 -7.2522206224225130e-03 1.5478620060806630e-01
142 -8.7066856712952178e-03 2.2871913747074266e-01
143 -6.4737003956931594e-03 1.5880680790642018e-01
144 -7.0519683484169307e-05 -9.1272534326637955e-03
145 1.9525732697072345e-02 -9.7692352810282351e-02
146 1.0590313660244459e-05 -1.8088569966008175e-02
147 -6.6020112035748521e-02 4.9562132108321211e-01
148 -6.4620797614880279e-02 3.6992675531487906e-01
149 -6.5638277289960606e-02 4.9562132056827141e-01
150 -4.6967962320954952e-02 4.0709150313344999e-01
151 -4.4369306990608863e-02 2.7815773730836252e-01
152 -4.7512553211728439e-02 4.0590048415025237e-01
153 -6.0594345160708385e-02 6.1468933453820740e-01
154 -6.4372258948971098e-02 8.0206382979734347e-01
155 -6.5537396604944398e-02 8.0148208714367009e-01
156 -4.8208825552994432e-02 4.6718963638965166e-01
157 -3.7977379986631810e-02 2.4782957454614912e-01
158 -3.8399707571317367e-02 2.4782957470911018e-01
159 -1.9833080297856027e-02 1.7301139104875790e-01
160 -1.9601666511610459e-02 1.6783989388483489e-01
161 -1.1789726805112970e-02 6.6021346767287076e-02
162 -5.2416942378665038e-02 7.2045212318989771e-01
163 -5.1877845505623660e-02 7.2045212398871428e-01
164 -4.6690805889403553e-02 8.0620275708286893e-01
165 -9.0864744880863788e-04 7.1953149177720610e-03
166 -1.1395943943369017e-02 1.4747007412749047e-01
167 -1.3053312779240933e-03 -3.3111867568252629e-03
168 -1.8463860890976156e-02 1.4747007406137949e-01
